"MIC"	"COUNTRY"	"ISO COUNTRY CODE (ISO 3166)"	"OPERATING MIC"	"O/S"	"NAME-INSTITUTION DESCRIPTION"	"ACRONYM"	"CITY"	"WEBSITE"	"STATUS DATE"	"STATUS"	"CREATION DATE"	"COMMENTS"
"XKFE"	"KOREA, REPUBLIC OF"	"KR"	"XKRX"	"S"	"KOREA EXCHANGE (FUTURES MARKET)"	"KRX FM"	"SEOUL"	"HTTP://ENG.KRX.CO.KR"	"SEPTEMBER 2013"	"ACTIVE"	"JULY 2008"	
"XKHA"	"SUDAN"	"SD"	"XKHA"	"O"	"KHARTOUM STOCK EXCHANGE"	"KSE"	"KHARTOUM"	"WWW.KSE.COM.SD"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XKHR"	"UKRAINE"	"UA"	"XKHR"	"O"	"KHARKOV COMMODITY EXCHANGE"		"KHARKOV"	"WWW.XTB.COM.UA"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XKIE"	"UKRAINE"	"UA"	"XKIE"	"O"	"KIEV UNIVERSAL EXCHANGE"		"KIEV"	"WWW.KUE.KIEV.UA"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XKIS"	"UKRAINE"	"UA"	"XKIS"	"O"	"KIEV INTERNATIONAL STOCK EXCHANGE"	"KISE"	"KIEV"	"WWW.KISE-UA.COM"	"JUNE 2006"	"ACTIVE"	"JUNE 2006"	
"XKLS"	"MALAYSIA"	"MY"	"XKLS"	"O"	"BURSA MALAYSIA"		"KUALA LUMPUR"	"WWW.BURSAMALAYSIA.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XKON"	"KOREA, REPUBLIC OF"	"KR"	"XKRX"	"S"	"KOREA NEW EXCHANGE"	"KONEX"	"SEOUL"		"JANUARY 2016"	"ACTIVE"	"JUNE 2013"	"KOREA THIRD OFFICIAL EXCHANGE - LAUNCH DATE: JULY 1ST 2013"
"XKOS"	"KOREA, REPUBLIC OF"	"KR"	"XKRX"	"S"	"KOREA EXCHANGE (KOSDAQ)"	"KOSDAQ"	"SEOUL"	"HTTP://ENG.KRX.CO.KR"	"SEPTEMBER 2013"	"ACTIVE"	"NOVEMBER 2006"	
"XKRX"	"KOREA, REPUBLIC OF"	"KR"	"XKRX"	"O"	"KOREA EXCHANGE (STOCK MARKET)"	"KRX SM"	"SEOUL"	"HTTP://ENG.KRX.CO.KR"	"SEPTEMBER 2013"	"ACTIVE"	"JULY 2008"	
"XKSE"	"KYRGYZSTAN"	"KG"	"XKSE"	"O"	"KYRGYZ STOCK EXCHANGE"	"KSE"	"BISHKEK"	"WWW.KSE.KG"	"MARCH  2007"	"ACTIVE"	"MARCH  2007"	
"XKUW"	"KUWAIT"	"KW"	"XKUW"	"O"	"KUWAIT STOCK EXCHANGE"		"KUWAIT"	"WWW.KUWAITSE.COM"	"MARCH  2007"	"ACTIVE"	"MARCH  2007"	
"XLAO"	"LAOS"	"LA"	"XLAO"	"O"	"LAO SECURITIES EXCHANGE"	"LSX"	"LAO"	"WWW.LSX.COM.LA"	"FEBRUARY 2011"	"ACTIVE"	"FEBRUARY 2011"	
"XLAT"	"SPAIN"	"ES"	"BMEX"	"S"	"LATIBEX"		"MADRID"	"WWW.LATIBEX.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLBM"	"UNITED KINGDOM"	"GB"	"XLBM"	"O"	"LONDON BULLION MARKET"		"LONDON"	"WWW.LBMA.ORG.UK"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLCH"	"UNITED KINGDOM"	"GB"	"XLCH"	"O"	"LCH.CLEARNET LTD"		"LONDON"	"WWW.LCHCLEARNET.COM"	"DECEMBER 2013"	"ACTIVE"	"DECEMBER 2013"	"LCH.CLEARNET GROUP IS A LEADING MULTI-ASSET CLASS AND MULTI-NATIONAL CLEARING HOUSE, SERVING MAJOR EXCHANGES AND PLATFORMS AS WELL AS A RANGE OF OTC MARKETS."
"XLDN"	"UNITED KINGDOM"	"GB"	"XLDN"	"O"	"EURONEXT - EURONEXT LONDON"		"LONDON"	"WWW.EURONEXT.COM"	"MAY 2015"	"ACTIVE"	"MARCH 2010"	
"XLDX"	"UNITED KINGDOM"	"GB"	"GMEG"	"S"	"LONDON DERIVATIVES EXCHANGE"	"LDX"	"LONDON"	"WWW.GMEX-GROUP.COM"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"MTF FOR DERIVATIVES"
"XLFX"	"MALAYSIA"	"MY"	"XLFX"	"O"	"LABUAN INTERNATIONAL FINANCIAL EXCHANGE"	"LFX"	"LABUAN"	"LFXSYS.LFX.COM.MY"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLGT"	"LIECHTENSTEIN"	"LI"	"XLGT"	"O"	"LGT BANK AG - SYSTEMATIC INTERNALISER"	"BILV"	"VADUZ"	"WW.LGT.COM"	"FEBRUARY 2017"	"ACTIVE"	"FEBRUARY 2017"	"SYSTEMATIC INTERNALISER"
"XLIM"	"PERU"	"PE"	"XLIM"	"O"	"BOLSA DE VALORES DE LIMA"	"BVL"	"LIMA"	"WWW.BVL.COM.PE"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLIS"	"PORTUGAL"	"PT"	"XLIS"	"O"	"EURONEXT - EURONEXT LISBON"		"LISBOA"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"JUNE 2005"	
"XLIT"	"LITHUANIA"	"LT"	"XLIT"	"O"	"AB NASDAQ VILNIUS"		"VILNIUS"	"WWW.NASDAQBALTIC.COM"	"DECEMBER 2015"	"ACTIVE"	"OCTOBER 2009"	
"XLJM"	"SLOVENIA"	"SI"	"XLJU"	"S"	"SI ENTER"		"LJUBLJANA"	"WWW.LJSE.SI"	"DECEMBER 2016"	"ACTIVE"	"DECEMBER 2016"	"MULTILATERAL TRADING FACILITY OF THE LJUBLJANA STOCK EXCHANGE. NOT LIVE YET."
"XLJU"	"SLOVENIA"	"SI"	"XLJU"	"O"	"LJUBLJANA STOCK EXCHANGE (OFFICIAL MARKET)"		"LJUBLJANA"	"WWW.LJSE.SI"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLME"	"UNITED KINGDOM"	"GB"	"XLME"	"O"	"LONDON METAL EXCHANGE"	"LME"	"LONDON"	"WWW.LME.CO.UK"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLOD"	"UNITED KINGDOM"	"GB"	"XLON"	"S"	"LONDON STOCK EXCHANGE - DERIVATIVES MARKET"	"LSE"	"LONDON"	"WWW.LONDONSTOCKEXCHANGE.COM"	"NOVEMBER 2015"	"ACTIVE"	"JULY 2013"	"LONDON STOCK EXCHANGE DERIVATIVES MARKET (PART OF LONDON STOCK EXCHANGE REGULATED MARKET)"
"XLON"	"UNITED KINGDOM"	"GB"	"XLON"	"O"	"LONDON STOCK EXCHANGE"	"LSE"	"LONDON"	"WWW.LONDONSTOCKEXCHANGE.COM"	"NOVEMBER 2015"	"ACTIVE"	"JUNE 2005"	
"XLSM"	"LIBYAN ARAB JAMAHIRIYA"	"LY"	"XLSM"	"O"	"LIBYAN STOCK MARKET"		"TRIPOLI"	"WWW.LSM.GOV.LY"	"MAY 2009"	"ACTIVE"	"MAY 2009"	"REGISTERED MARKET FOR 7 EQUITIES"
"XLUS"	"ZAMBIA"	"ZM"	"XLUS"	"O"	"LUSAKA STOCK EXCHANGE"		"LUSAKA"	"WWW.LUSE.CO.ZM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XLUX"	"LUXEMBOURG"	"LU"	"XLUX"	"O"	"LUXEMBOURG STOCK EXCHANGE"		"LUXEMBOURG"	"WWW.BOURSE.LU"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMAB"	"ARGENTINA"	"AR"	"XMAB"	"O"	"MERCADO ABIERTO ELECTRONICO S.A."	"MAE"	"BUENOS AIRES"	"WWW.MAE.COM.AR"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMAD"	"SPAIN"	"ES"	"BMEX"	"S"	"BOLSA DE MADRID"		"MADRID"	"WWW.BOLSAMADRID.ES"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMAE"	"MACEDONIA"	"MK"	"XMAE"	"O"	"MACEDONIAN STOCK EXCHANGE"		"SKOPJE"	"WWW.MSE.ORG.MK"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMAI"	"THAILAND"	"TH"	"XBKK"	"S"	"MARKET FOR ALTERNATIVE INVESTMENT"		"BANGKOK"	"WWW.SET.OR.TH"	"APRIL 2011"	"ACTIVE"	"APRIL 2011"	"THE MAI’S PURPOSE IS TO CREATE NEW FUND-RAISING OPPORTUNITIES FOR INNOVATIVE BUSINESS WITH HIGH POTENTIAL GROWTH AS WELL AS PROVIDE A GREATER RANGE OF INVESTMENT ALTERNATIVES."
"XMAL"	"MALTA"	"MT"	"XMAL"	"O"	"MALTA STOCK EXCHANGE"	"MSE"	"VALLETTA"	"WWW.BORZAMALTA.COM.MT"	"MAY 2016"	"ACTIVE"	"JUNE 2005"	
"XMAN"	"NICARAGUA"	"NI"	"XMAN"	"O"	"BOLSA DE VALORES DE NICARAGUA"		"MANAGUA"	"WWW.BOLSANIC.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMAT"	"FRANCE"	"FR"	"XPAR"	"S"	"EURONEXT PARIS MATIF"		"PARIS"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"JUNE 2005"	
"XMAU"	"MAURITIUS"	"MU"	"XMAU"	"O"	"STOCK EXCHANGE OF MAURITIUS LTD"		"PORT LOUIS"	"WWW.STOCKEXCHANGEOFMAURITIUS.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMCE"	"SPAIN"	"ES"	"BMEX"	"S"	"MERCADO CONTINUO ESPANOL - CONTINUOUS MARKET"	"SIBE"	"MADRID"	"WWW.BOLSASYMERCADOS.ES"	"NOVEMBER 2007"	"ACTIVE"	"NOVEMBER 2007"	
"XMDG"	"MADAGASCAR"	"MG"	"XMDG"	"O"	"MARCHE INTERBANCAIRE DES DEVISES M.I.D."		"ANTANANARIVO"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMDS"	"INDIA"	"IN"	"XMDS"	"O"	"MADRAS STOCK EXCHANGE"		"MADRAS"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMER"	"UNITED STATES OF AMERICA"	"US"	"XMER"	"O"	"MERCHANTS' EXCHANGE"	"ME"	"CHICAGO"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMEV"	"ARGENTINA"	"AR"	"XBUE"	"S"	"MERCADO DE VALORES DE BUENOS AIRES S.A."	"MERVAL"	"BUENOS AIRES"	"WWW.MERVAL.SBA.COM.AR"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMEX"	"MEXICO"	"MX"	"XMEX"	"O"	"BOLSA MEXICANA DE VALORES (MEXICAN STOCK EXCHANGE)"		"MEXICO"	"WWW.BMV.COM.MX"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMGE"	"UNITED STATES OF AMERICA"	"US"	"XMGE"	"O"	"MINNEAPOLIS GRAIN EXCHANGE"	"MGE"	"MINNEAPOLIS"	"WWW.MGEX.COM"	"SEPTEMBER 2013"	"ACTIVE"	"JUNE 2005"	
"XMIL"	"ITALY"	"IT"	"XMIL"	"O"	"BORSA ITALIANA S.P.A."		"MILANO"	"WWW.BORSAITALIANA.IT"	"SEPTEMBER 2012"	"ACTIVE"	"DECEMBER 2007"	
"XMIO"	"UNITED STATES OF AMERICA"	"US"	"MIHI"	"S"	"MIAMI INTERNATIONAL SECURITIES EXCHANGE"	"XMIO"	"PRINCETON"	"WWW.MIAXOPTIONS.COM"	"FEBRUARY 2016"	"ACTIVE"	"NOVEMBER 2011"	"MIAX OPTIONS EXCHANGE: ELECTRONIC TRADING FOR DERIVATIVES."
"XMLI"	"FRANCE"	"FR"	"XPAR"	"S"	"EURONEXT - MARCHE LIBRE PARIS"		"PARIS"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"JUNE 2006"	
"XMNT"	"URUGUAY"	"UY"	"XMNT"	"O"	"BOLSA DE VALORES DE MONTEVIDEO"	"BVMT"	"MONTEVIDEO"	"WWW.BVM.COM.UY"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMNX"	"MONTENEGRO, REPUBLIC OF"	"ME"	"XMNX"	"O"	"MONTENEGRO STOCK EXCHANGE"		"MONTENEGRO"	"WWW.MONTENEGROBERZA.COM"	"DECEMBER 2006"	"ACTIVE"	"DECEMBER 2006"	
"XMOC"	"CANADA"	"CA"	"XMOC"	"O"	"MONTREAL CLIMATE EXCHANGE"		"MONTREAL"	"WWW.M-X.CA"	"JULY 2008"	"ACTIVE"	"JULY 2008"	
"XMOD"	"CANADA"	"CA"	"XMOD"	"O"	"THE MONTREAL EXCHANGE / BOURSE DE MONTREAL"	"CDE"	"MONTREAL"	"WWW.M-X.CA"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMOL"	"MOLDOVA, REPUBLIC OF"	"MD"	"XMOL"	"O"	"MOLDOVA STOCK EXCHANGE"		"CHISINAU"	"WWW.MOLDSE.MD"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMON"	"FRANCE"	"FR"	"XPAR"	"S"	"EURONEXT PARIS MONEP"		"PARIS"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"JUNE 2005"	
"XMOS"	"RUSSIA"	"RU"	"XMOS"	"O"	"MOSCOW STOCK EXCHANGE"	"MSE"	"MOSCOW"	"WWW.MSE.RU"	"NOVEMBER 2007"	"ACTIVE"	"NOVEMBER 2007"	
"XMOT"	"ITALY"	"IT"	"XMIL"	"S"	"EXTRAMOT"		"MILANO"	"WWW.BORSAITALIANA.IT"	"JULY 2009"	"ACTIVE"	"JULY 2009"	"MTF OF BONDS MANAGED AND ORGANISED BY BORSA ITALIANA."
"XMPW"	"SPAIN"	"ES"	"BMEX"	"S"	"MEFF POWER DERIVATIVES"	"MEPD"	"MADRID"	"WWW.MEFF.COM"	"JUNE 2014"	"ACTIVE"	"JUNE 2014"	"MEFF SEGMENT FOR THE TRADING OF POWER DERIVATIVES"
"XMRV"	"SPAIN"	"ES"	"BMEX"	"S"	"MEFF FINANCIAL DERIVATIVES"	"MEFF"	"MADRID"	"WWW.MEFF.COM"	"JUNE 2014"	"ACTIVE"	"JUNE 2005"	
"XMSM"	"IRELAND"	"IE"	"XDUB"	"S"	"DUBLIN - IRISH STOCK EXCHANGE - MAIN SECURITIES MARKET (MSM)- ISE XETRA"	"ISE"	"DUBLIN"	"WWW.ISE.IE"	"SEPTEMBER 2016"	"ACTIVE"	"JANUARY 2013"	"NOT OPERATIONAL YET."
"XMSW"	"MALAWI"	"MW"	"XMSW"	"O"	"MALAWI STOCK EXCHANGE"		"BLANTYRE"	"WWW.MSE.CO.MW"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMTB"	"ARGENTINA"	"AR"	"XMTB"	"O"	"MERCADO A TERMINO DE BUENOS AIRES S.A."	"MATBA"	"BUENOS AIRES"	"WWW.MATBA.COM.AR"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMTS"	"UNITED KINGDOM"	"GB"	"XMTS"	"O"	"EUROMTS LTD"		"LONDON"	"WWW.MTSMARKETS.COM"	"APRIL 2017"	"ACTIVE"	"MARCH 2013"	"LEGAL ENTITY OPERATING ALL RELATED MARKET SEGMENT MICS."
"XMUN"	"GERMANY"	"DE"	"XMUN"	"O"	"BOERSE MUENCHEN"		"MUENCHEN"	"WWW.BOERSE-MUENCHEN.DE"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"XMUS"	"OMAN"	"OM"	"XMUS"	"O"	"MUSCAT SECURITIES MARKET"	"MSM"	"MUSCAT"	"WWW.MSM.GOV.OM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XMVL"	"ARGENTINA"	"AR"	"BCFS"	"S"	"MERCADO DE VALORES DEL LITORAL S.A."		"SANTA FE"	"WWW.MVL.COM.AR"	"JANUARY 2011"	"ACTIVE"	"JANUARY 2011"	
"XNAF"	"SPAIN"	"ES"	"XNAF"	"O"	"SISTEMA ESPANOL DE NEGOCIACION DE ACTIVOS FINANCIEROS"	"SENAF"	"MADRID"	"WWW.SENAF.NET"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"XNAI"	"KENYA"	"KE"	"XNAI"	"O"	"NAIROBI STOCK EXCHANGE"		"NAIROBI"	"WWW.NSE.CO.KE"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNAM"	"NAMIBIA"	"NA"	"XNAM"	"O"	"NAMIBIAN STOCK EXCHANGE"		"WINDHOEK"	"WWW.NSX.COM.NA"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNAS"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"O"	"NASDAQ - ALL MARKETS"	"NASDAQ"	"NEW YORK"	"WWW.NASDAQ.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNCD"	"INDIA"	"IN"	"XNCD"	"O"	"NATIONAL COMMODITY & DERIVATIVES EXCHANGE LTD"	"NCDEX"	"MUMBAI"	"WWW.NCDEX.COM"	"APRIL 2006"	"ACTIVE"	"APRIL 2006"	
"XNCM"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"S"	"NASDAQ CAPITAL MARKET"		"NEW YORK"	"WWW.NASDAQ.COM"	"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	"PREVIOUSLY (2005) NAMED NASDAQ SMALLCAP MARKET.NASDAQ CAPITAL MARKET SECURITY SATISFIES ALL APPLICABLE QUALIFICATION REQUIREMENTS FOR NASDAQ SECURITIES IN RULE 4300 OTHER THAN THOSE APPLICABLE TO NASDAQ NATIONAL MARKET SECURITIES."
"XNCO"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/ EQUITIES/NEW CONNECT-MTF"		"WARSAW"	"WWW.NEWCONNECT.PL"	"AUGUST 2013"	"ACTIVE"	"JANUARY 2008"	"MARKET FINANCING THE GROWTH OF YOUNG COMPANIES WITH A LARGE GROWTH POTENTIAL, ORGANISED AND OPERATED BY THE WSE"
"XNDQ"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"S"	"NASDAQ OPTIONS MARKET"		"NEW YORK"	"WWW.NASDAQ.COM"	"MAY 2007"	"ACTIVE"	"MAY 2007"	
"XNDX"	"SWEDEN"	"SE"	"XNGM"	"S"	"NORDIC DERIVATIVES EXCHANGE"	"NDX"	"STOCKHOLM"	"WWW.NDX.SE"	"MARCH 2008"	"ACTIVE"	"MARCH 2008"	
"XNEC"	"AUSTRALIA"	"AU"	"XNEC"	"O"	"NATIONAL STOCK EXCHANGE OF AUSTRALIA LIMITED"	"NSXA"	"NEWCASTLE"	"WWW.NSXA.COM.AU"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"XNEP"	"NEPAL"	"NP"	"XNEP"	"O"	"NEPAL STOCK EXCHANGE"		"KATHMANDU"	"WWW.NEPALSTOCK.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNGM"	"SWEDEN"	"SE"	"XNGM"	"O"	"NORDIC GROWTH MARKET"	"NGM"	"STOCKHOLM"	"WWW.NGM.SE"	"APRIL 2012"	"ACTIVE"	"APRIL 2012"	"REINSTATED. CONFIRMED BY EXCHANGE."
"XNGO"	"JAPAN"	"JP"	"XNGO"	"O"	"NAGOYA STOCK EXCHANGE"	"NSE"	"NAGOYA"	"WWW.NSE.OR.JP"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNGS"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"S"	"NASDAQ/NGS (GLOBAL SELECT MARKET)"	"NGS"	"NEW YORK"	"WWW.NASDAQ.COM"	"JULY 2006"	"ACTIVE"	"JULY 2006"	
"XNIM"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"S"	"NASDAQ INTERMARKET"		"NEW YORK"	"WWW.NASDAQ.COM"	"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	"ELECTRONIC MARKETPLACE COMPRISED OF MULTIPLE BROKER-DEALERS THAT QUOTE AND TRADE SECURITIES LISTED ON NYSE AND AMEX"
"XNKS"	"JAPAN"	"JP"	"XNKS"	"O"	"CENTRAL JAPAN COMMODITIES EXCHANGE"	"C-COM"	"NAGOYA"	"WWW.C-COM.OR.JP"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNLI"	"UNITED STATES OF AMERICA"	"US"	"XNYS"	"S"	"NYSE LIFFE"		"NEW YORK"	"WWW.NYSE.COM"	"SEPTEMBER 2008"	"ACTIVE"	"SEPTEMBER 2008"	
"XNLX"	"UNITED KINGDOM"	"GB"	"NURO"	"S"	"NASDAQ OMX NLX"	"NLX"	"LONDON"	"WWW.NLX.CO.UK"	"NOVEMBER 2012"	"ACTIVE"	"NOVEMBER 2012"	"MULTILATERAL TRADING FACILITY FOR LISTED DERIVATIVES."
"XNMR"	"SWEDEN"	"SE"	"XNGM"	"S"	"NORDIC MTF REPORTING"		"STOCKHOLM"	"WWW.NORDICMTF.SE"	"APRIL 2008"	"ACTIVE"	"APRIL 2008"	"OFF EXCHANGE TRADE REPORTING"
"XNMS"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"S"	"NASDAQ/NMS (GLOBAL MARKET)"		"NEW YORK"	"WWW.NASDAQ.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNSA"	"NIGERIA"	"NG"	"XNSA"	"O"	"THE NIGERIAN STOCK EXCHANGE"	"NSE"	"LAGOS"	"WWW.NSE.COM.NG"	"FEBRUARY 2015"	"ACTIVE"	"JUNE 2005"	"ELECTRONIC TRADING PLATFORM"
"XNSE"	"INDIA"	"IN"	"XNSE"	"O"	"NATIONAL STOCK EXCHANGE OF INDIA"	"NSE"	"MUMBAI"	"WWW.NSEINDIA.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNXC"	"THE NETHERLANDS"	"NL"	"XNXC"	"O"	"NXCHANGE"		"AMSTERDAM"	"WWW.NXCHANGE.COM"	"MAY 2016"	"ACTIVE"	"MAY 2016"	"REGULATED MARKET, TRADING PLATFORM NXCHANGE."
"XNYE"	"UNITED STATES OF AMERICA"	"US"	"XNYM"	"S"	"NEW YORK MERCANTILE EXCHANGE - OTC MARKETS"	"NYMEX ECM"	"NEW YORK"	"WWW.NYMEX.COM"	"MAY 2008"	"ACTIVE"	"MAY 2008"	"DIVISION OF THE NEW YORK MERCANTILE EXCHANGE - OTC MARKETS (ECM)"
"XNYL"	"UNITED STATES OF AMERICA"	"US"	"XNYM"	"S"	"NEW YORK MERCANTILE EXCHANGE - ENERGY MARKETS"	"NYMEX MTF LIMITED"	"NEW YORK"	"WWW.NYMEXONLCHCLEARNET.COM"	"MAY 2008"	"ACTIVE"	"MAY 2008"	"ELECTRONIC TRADING PLATFORM FOR ENERGY MARKETS"
"XNYM"	"UNITED STATES OF AMERICA"	"US"	"XNYM"	"O"	"NEW YORK MERCANTILE EXCHANGE"	"NYMEX"	"NEW YORK"	"WWW.NYMEX.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XNYS"	"UNITED STATES OF AMERICA"	"US"	"XNYS"	"O"	"NEW YORK STOCK EXCHANGE, INC."	"NYSE"	"NEW YORK"	"WWW.NYSE.COM"	"BEFORE JUNE 2005"	"ACTIVE"	"BEFORE JUNE 2005"	
"XNZE"	"NEW ZEALAND"	"NZ"	"XNZE"	"O"	"NEW ZEALAND EXCHANGE LTD"	"NZX"	"WELLINGTON"	"WWW.NZX.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XOAD"	"NORWAY"	"NO"	"XOSL"	"S"	"OSLO AXESS NORTH SEA - DARK POOL"		"OSLO"	"WWW.OSLOBORS.NO"	"APRIL 2015"	"ACTIVE"	"APRIL 2015"	"DARK POOL."
"XOAM"	"NORWAY"	"NO"	"XOSL"	"S"	"NORDIC ALTERNATIVE BOND MARKET"	"ABM"	"OSLO"	"WWW.OSLOBORS.NO"	"DECEMBER 2014"	"ACTIVE"	"NOVEMBER 2007"	"NORDIC MARKETPLACE FOR LISTING OF BONDS"
"XOAS"	"NORWAY"	"NO"	"XOSL"	"S"	"OSLO AXESS"		"OSLO"	"WWW.OSLOBORS.NO"	"JUNE 2013"	"ACTIVE"	"FEBRUARY 2007"	
"XOCH"	"UNITED STATES OF AMERICA"	"US"	"XOCH"	"O"	"ONECHICAGO, LLC"		"CHICAGO"	"WWW.ONECHICAGO.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XODE"	"UKRAINE"	"UA"	"XODE"	"O"	"ODESSA COMMODITY EXCHANGE"		"ODESSA"	"WWW.OTB.ODESSA.UA"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XOFF"	"ZZ"	"ZZ"	"XOFF"	"O"	"OFF-EXCHANGE TRANSACTIONS - LISTED INSTRUMENTS"	"XOFF"	"ZZ"	"ZZ"	"NOVEMBER 2015"	"ACTIVE"	"OCTOBER 2015"	"MIC TO USE FOR OFF-EXCHANGE TRANSACTIONS IN LISTED INSTRUMENTS."
"XOPV"	"SWEDEN"	"SE"	"XSTO"	"S"	"OTC PUBLICATION VENUE"		"STOCKHOLM"	"WWW.NASDAQOMXNORDIC.COM"	"DECEMBER 2014"	"ACTIVE"	"NOVEMBER 2007"	
"XOSC"	"NORWAY"	"NO"	"XOSL"	"S"	"OSLO CONNECT"		"OSLO"	"WWW.OSLOBORS.NO"	"MAY 2013"	"ACTIVE"	"MAY 2013"	"MULTILATERAL TRADING FACILITY FOR FINANCIAL INSTRUMENTS"
"XOSD"	"NORWAY"	"NO"	"XOSL"	"S"	"OSLO BORS NORTH SEA - DARK POOL"		"OSLO"	"WWW.OSLOBORS.NO"	"APRIL 2015"	"ACTIVE"	"APRIL 2015"	"DARK POOL."
"XOSE"	"JAPAN"	"JP"	"XJPX"	"S"	"OSAKA EXCHANGE"	"OSE"	"OSAKA"	"WWW.JPX.CO.JP"	"MAY 2016"	"ACTIVE"	"JUNE 2005"	
"XOSJ"	"JAPAN"	"JP"	"XJPX"	"S"	"OSAKA EXCHANGE J-NET"	"J-NET"	"OSAKA"	"WWW.JPX.CO.JP"	"MAY 2016"	"ACTIVE"	"JANUARY 2006"	
"XOSL"	"NORWAY"	"NO"	"XOSL"	"O"	"OSLO BORS ASA"		"OSLO"	"WWW.OSLOBORS.NO"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XOTC"	"UNITED STATES OF AMERICA"	"US"	"XOTC"	"O"	"OTCBB"	"OTCBB"	"WASHINGTON"	"WWW.OTCBB.COM"	"OCTOBER 2012"	"ACTIVE"	"JUNE 2005"	
"XPAE"	"PALESTINIAN TERRITORY, OCCUPIED"	"PS"	"XPAE"	"O"	"PALESTINE SECURITIES EXCHANGE"	"PSE"	"NABLUS"	"WWW.PEX.PS"	"NOVEMBER 2013"	"ACTIVE"	"JUNE 2011"	
"XPAR"	"FRANCE"	"FR"	"XPAR"	"O"	"EURONEXT - EURONEXT PARIS"		"PARIS"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"JUNE 2005"	
